path,label,split,hash,all_labels
../foodsg-233\Laksa\2N0K4AD1OL699OUAXC21RILK.jpg,Laksa,all,eae54b51da717426197c38332124fbb8,"['Laksa', 'tom yum noodle soup']"
../foodsg-233\tom yum noodle soup\1PI138N9HBW2TZOFESLWFCWY.jpg,tom yum noodle soup,all,eae54b51da717426197c38332124fbb8,"['Laksa', 'tom yum noodle soup']"
../foodsg-233\Laksa\TCQ7MLFKOV5AMEJEOFPZSYG4.jpg,Laksa,all,eaf5f9c4d28ba5be868dd7d965d5569e,"['Laksa', 'Mee siam']"
../foodsg-233\Mee siam\Z89WVEYCZMG1QXCCCWPBQ53J.jpg,Mee siam,all,eaf5f9c4d28ba5be868dd7d965d5569e,"['Laksa', 'Mee siam']"
../foodsg-233\bee hoon\NUAP9F4T880V3OET05MPAIL9.jpg,bee hoon,all,eb3bf53b5311f69993fee4462ea4449d,"['bee hoon', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\CUX1LZ0B5DYSQY7DOHZLKCJC.jpg","Bee hoon, soto",all,eb3bf53b5311f69993fee4462ea4449d,"['bee hoon', 'Bee hoon, soto']"
../foodsg-233\Soto ayam\VOUA2SVW0OEDUOPMVRZKSPIT.jpg,Soto ayam,all,eb40189136d3ec3ee079a32a6af12f2c,"['Soto ayam', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\LBMRW4AEZG95NA19S0YAOLNV.jpg","Bee hoon, soto",all,eb40189136d3ec3ee079a32a6af12f2c,"['Soto ayam', 'Bee hoon, soto']"
../foodsg-233\drunken prawn\3OD7DD37HLJRAN4BJF3TR3EY.jpg,drunken prawn,all,eb51c9501b666146fdef43b718c1b4c5,"['drunken prawn', 'fried prawn']"
../foodsg-233\fried prawn\ARUYPFWEZMCJNKNXNNKTQRDI.jpg,fried prawn,all,eb51c9501b666146fdef43b718c1b4c5,"['drunken prawn', 'fried prawn']"
../foodsg-233\oyster omelette\22K6Q8740BMW96FYSFOLGVJF.jpg,oyster omelette,all,eb58fbfb70b14f716cf4ac65be3ac49c,"['oyster omelette', 'chai tow kuay']"
../foodsg-233\chai tow kuay\O4SOH76TISRLH3H25L32E63S.jpg,chai tow kuay,all,eb58fbfb70b14f716cf4ac65be3ac49c,"['oyster omelette', 'chai tow kuay']"
../foodsg-233\Fruit juice\KJZT86DLVWBMPJFE60ZCTB8B.jpg,Fruit juice,all,eb7a1fec52b7bd38fc3c6b41b995ae13,"['Fruit juice', 'orange']"
../foodsg-233\orange\K3OQWFUHOY2DGBQ2FTAAB3DO.jpg,orange,all,eb7a1fec52b7bd38fc3c6b41b995ae13,"['Fruit juice', 'orange']"
../foodsg-233\Mee rebus\8MP2D3GNGQDTTD04IXVT4NSB.jpg,Mee rebus,all,eb7aab6a99ba46cc7de6a0bde82ba3bb,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee bandung\97KOOPCA9H3MCXP9R91AJJWG.jpg,Mee bandung,all,eb7aab6a99ba46cc7de6a0bde82ba3bb,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee soto\O545AKFDASJSEM3CW4A897WL.jpg,Mee soto,all,eb8a986677b14a1ad845e88505d4a139,"['Mee soto', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\IBX3PGMT5CJRJAGCFIB82PS2.jpg","Bee hoon, soto",all,eb8a986677b14a1ad845e88505d4a139,"['Mee soto', 'Bee hoon, soto']"
../foodsg-233\lontong\3ZNPQIP4K0GOAA0XSOGUDEY5.jpg,lontong,all,ebada69a93fc93ff4a7fdc6e04a8c199,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\Lontong with sayur lodeh\UKF2PUUM7IS5M4K1YS3FILCU.jpg,Lontong with sayur lodeh,all,ebada69a93fc93ff4a7fdc6e04a8c199,"['lontong', 'Lontong with sayur lodeh']"
../foodsg-233\cream soup\858LP155ZDRZ9740LLOA3276.jpg,cream soup,all,ebc20cb83c8bdf4d8c2393fd8c3842f3,"['cream soup', 'mushroom soup']"
../foodsg-233\mushroom soup\MPO009BMLQMV3XC1DVVUR33G.jpg,mushroom soup,all,ebc20cb83c8bdf4d8c2393fd8c3842f3,"['cream soup', 'mushroom soup']"
../foodsg-233\whole grain bread\YB5E70NRLLQ5ID1JZ7GHM2DK.jpg,whole grain bread,all,ec0adc89f04b8df29f150d72d639dcdf,"['whole grain bread', 'whole wheat']"
../foodsg-233\whole wheat\XSGB6JGLXSP3RV0R8G26EQ2A.jpg,whole wheat,all,ec0adc89f04b8df29f150d72d639dcdf,"['whole grain bread', 'whole wheat']"
../foodsg-233\Mee soto\R1UKSHXXC420AWUWKRI8GWW7.jpg,Mee soto,all,ec0d3f35e6f01576aa26fda7cd2e7b7e,"['Mee soto', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\XQX5L4MKYHW1OUWMLV6NN6XX.jpg","Bee hoon, soto",all,ec0d3f35e6f01576aa26fda7cd2e7b7e,"['Mee soto', 'Bee hoon, soto']"
../foodsg-233\Mee goreng\0XVBARRT4TV6DLEHXDN7THFN.jpg,Mee goreng,all,ec3bc35e28a22449e4527d769d3399f7,"['Mee goreng', 'Mee kuah']"
../foodsg-233\Mee kuah\PWJPOJH6BQ67SGT7VMKD22AV.jpg,Mee kuah,all,ec3bc35e28a22449e4527d769d3399f7,"['Mee goreng', 'Mee kuah']"
../foodsg-233\Soto ayam\WTPBSSDF6EQJOG11YF83AZ4L.jpg,Soto ayam,all,ec3ca7676e8ab09b073f4d45f1055a81,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\UP7JSCFMIXW08VWDRK5JR1LP.jpg,Mee soto,all,ec3ca7676e8ab09b073f4d45f1055a81,"['Soto ayam', 'Mee soto']"
../foodsg-233\steamed buns\GNRRAWJ9H841Z9T5ND0TVLH3.jpg,steamed buns,all,ec67d6e420c7c485170d52a71db2af51,"['steamed buns', 'char siew pau']"
../foodsg-233\char siew pau\KKTLRDZLJNZTL931UUOPNO0O.jpg,char siew pau,all,ec67d6e420c7c485170d52a71db2af51,"['steamed buns', 'char siew pau']"
"../foodsg-233\Don, chicken teriyaki\424AZ5VAU28RP958W1DSDUJK.jpg","Don, chicken teriyaki",all,ec931deac0eab8987b55704e901c0137,"['Don, chicken teriyaki', 'Rice, chicken katsu with Japanese curry']"
"../foodsg-233\Rice, chicken katsu with Japanese curry\AU99KSKVTLMTJ0DI2NN8I8Q0.jpg","Rice, chicken katsu with Japanese curry",all,ec931deac0eab8987b55704e901c0137,"['Don, chicken teriyaki', 'Rice, chicken katsu with Japanese curry']"
../foodsg-233\tandoori chicken\YLNOSZJANB0XTRNVHKO9MLGK.jpg,tandoori chicken,all,ec9e5f64972a73a1449dbae4d736ed65,"['tandoori chicken', 'chicken masala']"
../foodsg-233\chicken masala\VU1OY836JJBHLZF5WA2WEDCI.jpg,chicken masala,all,ec9e5f64972a73a1449dbae4d736ed65,"['tandoori chicken', 'chicken masala']"
../foodsg-233\mee pok\EWD5WFDT217SADWD1H4N80U8.jpg,mee pok,all,ecb3b51d18527709b8bfb98f873f03d9,"['mee pok', 'bak chor mee']"
../foodsg-233\bak chor mee\G0D7VY3G89GDEWXRF0AJ9DWW.jpg,bak chor mee,all,ecb3b51d18527709b8bfb98f873f03d9,"['mee pok', 'bak chor mee']"
../foodsg-233\Mee soto\VYP9VN2WH83YNPFX7Z4QG3NJ.jpg,Mee soto,all,eceae1fc82c4eb4827d076829cc1dfac,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\DT53TX5EQXH1TBRM8CSVTD6F.jpg,Soto ayam,all,eceae1fc82c4eb4827d076829cc1dfac,"['Mee soto', 'Soto ayam']"
../foodsg-233\Mee soto\QD0LUSKNXTD8U1PKGG4XA3HW.jpg,Mee soto,all,ed23da4b7d61e91ec91198632bf3e72a,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\AIH1XQJEOXO3CTGV9D07107K.jpg,Soto ayam,all,ed23da4b7d61e91ec91198632bf3e72a,"['Mee soto', 'Soto ayam']"
../foodsg-233\tandoori chicken\5Y13Z4Y2H7OCDF2C6X2CD90I.jpg,tandoori chicken,all,ed269654e8bf20054b03311a4aa22bd3,"['tandoori chicken', 'chicken masala']"
../foodsg-233\chicken masala\L56233NS04Z7QON154JK2R56.jpg,chicken masala,all,ed269654e8bf20054b03311a4aa22bd3,"['tandoori chicken', 'chicken masala']"
../foodsg-233\kebab - chicken\JLI2L3PF711VQEYB5G510SN9.jpg,kebab - chicken,all,ed5525c04603d5d309885cecea41d4d7,"['kebab - chicken', 'satay']"
../foodsg-233\satay\QZMCKE1X8K0MX03YBTS5EQQS.jpg,satay,all,ed5525c04603d5d309885cecea41d4d7,"['kebab - chicken', 'satay']"
../foodsg-233\Ban Mian\MOPHUPGH6GO0A10QZCR1UNL2.jpg,Ban Mian,all,ed61bddfd00b7f5af8fa796a5ff5ff8e,"['Ban Mian', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\L4NFR00BTFGKRIMFKTDJIJDA.jpg,Seafood Noodles Soup,all,ed61bddfd00b7f5af8fa796a5ff5ff8e,"['Ban Mian', 'Seafood Noodles Soup']"
../foodsg-233\mixed vegetables\1DU761DVFI1KJ8GHO1H2E19R.jpg,mixed vegetables,all,ed76b0c5dffe9097c639a08ede9e850b,"['mixed vegetables', 'Chap chye, Nonya']"
"../foodsg-233\Chap chye, Nonya\8OZZIT8STXXXR526L6OK1WV9.jpg","Chap chye, Nonya",all,ed76b0c5dffe9097c639a08ede9e850b,"['mixed vegetables', 'Chap chye, Nonya']"
../foodsg-233\Mee kuah\51N2O4S9HO78VGFWUMF3F1X3.jpg,Mee kuah,all,ed93ce0d131814318b253d1a4b1c3ac3,"['Mee kuah', 'Mee bandung']"
../foodsg-233\Mee bandung\OB88490OY8N6BCYWJ446QN2K.jpg,Mee bandung,all,ed93ce0d131814318b253d1a4b1c3ac3,"['Mee kuah', 'Mee bandung']"
../foodsg-233\Mee soto\PTILOD8A4YRSVT86UC68APUP.jpg,Mee soto,all,ede4f050e5a586d60c93371eac3fdf5d,"['Mee soto', 'Soto ayam', 'Bee hoon, soto']"
../foodsg-233\Soto ayam\E4SCU10CGWJO8OZN5IPGMO86.jpg,Soto ayam,all,ede4f050e5a586d60c93371eac3fdf5d,"['Mee soto', 'Soto ayam', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\G5CJRVY4PU8XRYSGM9TNSLAB.jpg","Bee hoon, soto",all,ede4f050e5a586d60c93371eac3fdf5d,"['Mee soto', 'Soto ayam', 'Bee hoon, soto']"
../foodsg-233\Mee rebus\YBMC6S40C0ML1DEPK4CKLTK7.jpg,Mee rebus,all,ededf02c8210695ad88e21227794dec2,"['Mee rebus', 'Mee siam']"
../foodsg-233\Mee siam\G9ULVEPRW7ZB1U6FPIN8PAYO.jpg,Mee siam,all,ededf02c8210695ad88e21227794dec2,"['Mee rebus', 'Mee siam']"
../foodsg-233\cream soup\A8DYFQRBO151SNEXVHPQFV9P.jpg,cream soup,all,ee05f8bd17e1b1ba015dd272c5ffa242,"['cream soup', 'vegetable soup']"
../foodsg-233\vegetable soup\V6RUAXGVG7GXUXLGF3IR09FR.jpg,vegetable soup,all,ee05f8bd17e1b1ba015dd272c5ffa242,"['cream soup', 'vegetable soup']"
../foodsg-233\Mee rebus\VMWOUYUBGQDOGRAK2RXFLRB1.jpg,Mee rebus,all,ee192536770b1bf63d2380d88c14ad4b,"['Mee rebus', 'Mee kuah']"
../foodsg-233\Mee kuah\1GCKFAQKKEYKOP6W3CIRMI71.jpg,Mee kuah,all,ee192536770b1bf63d2380d88c14ad4b,"['Mee rebus', 'Mee kuah']"
../foodsg-233\bee hoon\IOO4LTO1ADVD41SBKT1YMVFN.jpg,bee hoon,all,ee96cfe02a29866607c1edd4f0837dc2,"['bee hoon', 'satay bee hoon']"
../foodsg-233\satay bee hoon\E16CFH3XG4PLDB2FGLRV07LP.jpg,satay bee hoon,all,ee96cfe02a29866607c1edd4f0837dc2,"['bee hoon', 'satay bee hoon']"
../foodsg-233\Duck Rice\YQY5ATU5YSZKWWKFH65THI74.jpg,Duck Rice,all,ee98fa576b60c3f8fba74be78a6b5583,"['Duck Rice', 'char siew']"
../foodsg-233\char siew\W3AVQOZK9YWZ78OTKDD3JO0B.jpg,char siew,all,ee98fa576b60c3f8fba74be78a6b5583,"['Duck Rice', 'char siew']"
../foodsg-233\assam pedas\H8882A4HHJ6WBA1GBJU720ZI.jpg,assam pedas,all,eef9e53988b58d6abbcf968cf58e6e1c,"['assam pedas', 'fish head curry']"
../foodsg-233\fish head curry\7LTX93RFDT0J6Z3W4TFRY980.jpg,fish head curry,all,eef9e53988b58d6abbcf968cf58e6e1c,"['assam pedas', 'fish head curry']"
../foodsg-233\Pomelo\9A3DK9AFPI3CDR8KMN2S787L.jpg,Pomelo,all,eefa174464fcd6e76fa01bdaad611527,"['Pomelo', 'Grapefruit']"
../foodsg-233\Grapefruit\EDB96UTNURUTPG7OD3PVG5S2.jpg,Grapefruit,all,eefa174464fcd6e76fa01bdaad611527,"['Pomelo', 'Grapefruit']"
../foodsg-233\Soto ayam\1OJOG9JNRJMU8A26NDHIJOEZ.jpg,Soto ayam,all,ef1c243623fca689c1102d48ca2de020,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee soto\O90TS2Q5VEOULY4GISAYZE8S.jpg,Mee soto,all,ef1c243623fca689c1102d48ca2de020,"['Soto ayam', 'Mee soto']"
../foodsg-233\Mee bandung\XYGK1JZUSXWWUGYTMCFTYZM9.jpg,Mee bandung,all,ef1c685e2212a6582aca85c192277c61,"['Mee bandung', 'Mee rebus', 'Mee kuah']"
../foodsg-233\Mee rebus\S4I85BIDB82RQV2MP4A2NEDW.jpg,Mee rebus,all,ef1c685e2212a6582aca85c192277c61,"['Mee bandung', 'Mee rebus', 'Mee kuah']"
../foodsg-233\Mee kuah\3FCWT29YK2AM941MHOQSLAX1.jpg,Mee kuah,all,ef1c685e2212a6582aca85c192277c61,"['Mee bandung', 'Mee rebus', 'Mee kuah']"
../foodsg-233\cream soup\MKA7IMGNX4LAQPUETC99RQ2G.jpg,cream soup,all,ef29ad1d68c4268e9efd07cb06d35fb6,"['cream soup', 'mushroom soup']"
../foodsg-233\mushroom soup\Q5LR063OWCHFZLQZW325QJ2W.jpg,mushroom soup,all,ef29ad1d68c4268e9efd07cb06d35fb6,"['cream soup', 'mushroom soup']"
../foodsg-233\Macaroni\LLBSDJEXAWPMNZN1G9BBB3JV.jpg,Macaroni,all,ef897a6214bba0f85b791868dddd1829,"['Macaroni', 'Soto ayam']"
../foodsg-233\Soto ayam\9PLDN5I8K63P9SUPN0ZJP5OJ.jpg,Soto ayam,all,ef897a6214bba0f85b791868dddd1829,"['Macaroni', 'Soto ayam']"
../foodsg-233\miso soup\A2E2HAN8CZSLFB5YR9O5W4QY.jpg,miso soup,all,efccbaa087d6bebef1a9e529d999e371,"['miso soup', 'vegetable soup']"
../foodsg-233\vegetable soup\QXV77746CXAL6J3FNCOJJKZX.jpg,vegetable soup,all,efccbaa087d6bebef1a9e529d999e371,"['miso soup', 'vegetable soup']"
../foodsg-233\vegetarian bee hoon\0V1CF7TO3VXF35C2X2699NXV.jpg,vegetarian bee hoon,all,efce3c746008db05808029c649938653,"['vegetarian bee hoon', 'satay bee hoon']"
../foodsg-233\satay bee hoon\KP1HNSG6XBPFZVMIFNK99HJA.jpg,satay bee hoon,all,efce3c746008db05808029c649938653,"['vegetarian bee hoon', 'satay bee hoon']"
"../foodsg-233\Mee siam, fried\MEWSIA34PUXX5MZA2TPAZ2UC.jpg","Mee siam, fried",all,efda51b4c210d423d982c371ac30e54f,"['Mee siam, fried', 'Mee siam']"
../foodsg-233\Mee siam\FD1V2LAR3H4WJ7F1X268RGL7.jpg,Mee siam,all,efda51b4c210d423d982c371ac30e54f,"['Mee siam, fried', 'Mee siam']"
../foodsg-233\Bubble Milk Tea\470S0FN1I0RNDE4WNK1PACNG.jpg,Bubble Milk Tea,all,f00a8081c17f78577746e4e3c5da8f77,"['Bubble Milk Tea', 'Kopi Teh Milo']"
../foodsg-233\Kopi Teh Milo\J70T022SYNS0DXUUC5BPTLHP.jpg,Kopi Teh Milo,all,f00a8081c17f78577746e4e3c5da8f77,"['Bubble Milk Tea', 'Kopi Teh Milo']"
../foodsg-233\drunken prawn\MGRPY5QEL543RXDJ2UH72J1Q.jpg,drunken prawn,all,f00c064f0dd783f02a46fecd3e7fc815,"['drunken prawn', 'fried prawn']"
../foodsg-233\fried prawn\4COTPXM06OVLI90JYVDZNAM8.jpg,fried prawn,all,f00c064f0dd783f02a46fecd3e7fc815,"['drunken prawn', 'fried prawn']"
../foodsg-233\tandoori chicken\V2S9V4RT8JXR453V4JXOSW5Z.jpg,tandoori chicken,all,f020c200179c2a268713ea68f86ecedd,"['tandoori chicken', 'fried chicken']"
../foodsg-233\fried chicken\R1UPJMGZ4RAWRB4XPNGNT0YE.jpg,fried chicken,all,f020c200179c2a268713ea68f86ecedd,"['tandoori chicken', 'fried chicken']"
"../foodsg-233\Bee hoon, soto\82ZILVLKR07IIW3RQIKU4W3K.jpg","Bee hoon, soto",all,f071b61a31411fb9d865281359380960,"['Bee hoon, soto', 'satay bee hoon']"
../foodsg-233\satay bee hoon\VYAY9YQGMFBTQW5I62XKVUVL.jpg,satay bee hoon,all,f071b61a31411fb9d865281359380960,"['Bee hoon, soto', 'satay bee hoon']"
../foodsg-233\begedil\7ITF17IY7D7097RPR7L84PQZ.jpg,begedil,all,f0e8ef884874a5728430228a791a4584,"['begedil', 'Tauhu Goreng']"
../foodsg-233\Tauhu Goreng\VLB1N3OAQCDHLUQ0ZS4TY09B.jpg,Tauhu Goreng,all,f0e8ef884874a5728430228a791a4584,"['begedil', 'Tauhu Goreng']"
../foodsg-233\Mee rebus\07HGN3KMXJPZ9DFVLTJRJ49H.jpg,Mee rebus,all,f0ea358efe00359884f537354b21da02,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee bandung\EUUQ3FQGM8Y3DBW6ERFQYOIJ.jpg,Mee bandung,all,f0ea358efe00359884f537354b21da02,"['Mee rebus', 'Mee bandung']"
../foodsg-233\Mee soto\4I1ZLVK8LOBCPOOCNLB3J300.jpg,Mee soto,all,f14bebf0368db7fbb0a03292046ad3e3,"['Mee soto', 'Soto ayam']"
../foodsg-233\Soto ayam\DGOWZHJMFSOUSQXG5LWORKSC.jpg,Soto ayam,all,f14bebf0368db7fbb0a03292046ad3e3,"['Mee soto', 'Soto ayam']"
../foodsg-233\Ban Mian\NKU4UDL4XJSPY265WE1CSGIV.jpg,Ban Mian,all,f15d3533f6d96e68ed78649851766990,"['Ban Mian', 'Wanton mee, dry']"
"../foodsg-233\Wanton mee, dry\RNTV6TG9CRLR9T5KU95HE4WW.jpg","Wanton mee, dry",all,f15d3533f6d96e68ed78649851766990,"['Ban Mian', 'Wanton mee, dry']"
../foodsg-233\Mee rebus\QL62MTK1JWL12NH3UTA1926M.jpg,Mee rebus,all,f178e054380cfca61f937e64a20a22c4,"['Mee rebus', 'Mee kuah']"
../foodsg-233\Mee kuah\OTS9IVANQYSEFJIIX8DWPE1Z.jpg,Mee kuah,all,f178e054380cfca61f937e64a20a22c4,"['Mee rebus', 'Mee kuah']"
../foodsg-233\honeydew\TSAFP30SVK85J7O7KV5IRARN.jpg,honeydew,all,f1abff8c41227ee9b3a494a22f38d062,"['honeydew', 'rock melon']"
../foodsg-233\rock melon\ZON9TE7HK3JYPBI3OUILQHFH.jpg,rock melon,all,f1abff8c41227ee9b3a494a22f38d062,"['honeydew', 'rock melon']"
../foodsg-233\Mee kuah\W4NO7D6Y2D6DTSTPI3GXIDSL.jpg,Mee kuah,all,f1bebbf60df3744dfb608a87c3cb63fd,"['Mee kuah', 'Mee rebus']"
../foodsg-233\Mee rebus\HUYL3EO1BY1IP3HY16A781O4.jpg,Mee rebus,all,f1bebbf60df3744dfb608a87c3cb63fd,"['Mee kuah', 'Mee rebus']"
../foodsg-233\Laksa\YSQEC8XH5IGIYPVLGLAUNSQY.jpg,Laksa,all,f1faebc84e9565d75251b374742994c0,"['Laksa', 'Mee soto']"
../foodsg-233\Mee soto\SKNKJGII8P17D95V2NMXGGS0.jpg,Mee soto,all,f1faebc84e9565d75251b374742994c0,"['Laksa', 'Mee soto']"
"../foodsg-233\Don, chicken teriyaki\CXQGVAO0EKTH0OK6M0T4P5Z6.jpg","Don, chicken teriyaki",all,f2112c042d733aa789edefb001c3c68f,"['Don, chicken teriyaki', 'Don, unagi']"
"../foodsg-233\Don, unagi\1BQ259MNH14WF8EQNU1X1FSN.jpg","Don, unagi",all,f2112c042d733aa789edefb001c3c68f,"['Don, chicken teriyaki', 'Don, unagi']"
../foodsg-233\bee hoon\0UY6IS9N3HMYVDSF5M663O8C.jpg,bee hoon,all,f2144dd041be9873f28e1d3d28c9c15f,"['bee hoon', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\SOQKBRKZDMNM97QO76WSCHZV.jpg","Bee hoon, soto",all,f2144dd041be9873f28e1d3d28c9c15f,"['bee hoon', 'Bee hoon, soto']"
../foodsg-233\bee hoon\GO90QO23WCFESLCLJI85RM3Y.jpg,bee hoon,all,f22cab6449d91fb9ae4c624b671789ae,"['bee hoon', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\9AOM0AF3KVNC4LVCITKF0XR5.jpg","Bee hoon, soto",all,f22cab6449d91fb9ae4c624b671789ae,"['bee hoon', 'Bee hoon, soto']"
../foodsg-233\chicken soup\YWE7RYX5SYBFR5URCFZNP65C.jpg,chicken soup,all,f248fdeee27c29731f2c3d92701b6daf,"['chicken soup', 'Bee hoon, soto']"
"../foodsg-233\Bee hoon, soto\5HXQBZPN470Y3GBUVP2X1DSG.jpg","Bee hoon, soto",all,f248fdeee27c29731f2c3d92701b6daf,"['chicken soup', 'Bee hoon, soto']"
"../foodsg-233\Mee siam, fried\JIXPTJF8ITVZFWBJL41M9T8I.jpg","Mee siam, fried",all,f256ba901a31810a9508e26cf4951759,"['Mee siam, fried', 'Hor Fun', 'Kway Teow']"
../foodsg-233\Hor Fun\EQLKUESA15XD4T7GDXFVTKR5.jpg,Hor Fun,all,f256ba901a31810a9508e26cf4951759,"['Mee siam, fried', 'Hor Fun', 'Kway Teow']"
../foodsg-233\Kway Teow\QVGG1S5FSU4M371DCJ43Q8EW.jpg,Kway Teow,all,f256ba901a31810a9508e26cf4951759,"['Mee siam, fried', 'Hor Fun', 'Kway Teow']"
../foodsg-233\Mee siam\L4M3SEIDOLWPGU03WJE2X1OF.jpg,Mee siam,all,f277678775c10003a33070d3cbe08680,"['Mee siam', 'Mee siam, fried']"
"../foodsg-233\Mee siam, fried\4QYU15U4UVH7LGP6ERESRD49.jpg","Mee siam, fried",all,f277678775c10003a33070d3cbe08680,"['Mee siam', 'Mee siam, fried']"
../foodsg-233\char siew\IZQ7DIHUUAL71YI7MC53RISD.jpg,char siew,all,f27cf08736909756e03ad849e982adba,"['char siew', 'Duck Rice']"
../foodsg-233\Duck Rice\YE0AU0OZVEU8LHLWOIBVQO2O.jpg,Duck Rice,all,f27cf08736909756e03ad849e982adba,"['char siew', 'Duck Rice']"
../foodsg-233\Mee bandung\FKJUEWIYMSKSI7PHHY8I0OF7.jpg,Mee bandung,all,f27d5bdd1f4f78ee7b7b59e70b7531cf,"['Mee bandung', 'Mee kuah']"
../foodsg-233\Mee kuah\APA7IHHETXSEFTOWG93TKU3F.jpg,Mee kuah,all,f27d5bdd1f4f78ee7b7b59e70b7531cf,"['Mee bandung', 'Mee kuah']"
../foodsg-233\chai tow kuay\8HM6IFQFHH82J21DGG98FWO4.jpg,chai tow kuay,all,f2e3dd29319477aa00d505c5134fb428,"['chai tow kuay', 'chwee kueh']"
../foodsg-233\chwee kueh\J8PTBRRDN0OCLRMD93JQGS28.jpg,chwee kueh,all,f2e3dd29319477aa00d505c5134fb428,"['chai tow kuay', 'chwee kueh']"
../foodsg-233\mixed vegetables\9AMVFP9OMDG17M73CDU2YAV4.jpg,mixed vegetables,all,f2fd173f17ab53c5e5f13fb7979551fd,"['mixed vegetables', 'green leafy vegetables']"
../foodsg-233\green leafy vegetables\8EICNHDEFC60W8AAT2DR3Z6U.jpg,green leafy vegetables,all,f2fd173f17ab53c5e5f13fb7979551fd,"['mixed vegetables', 'green leafy vegetables']"
../foodsg-233\bee hoon\KCH9LF800BP3E24R42QDJG71.jpg,bee hoon,all,f310de87aed53d445e409b4b559354ab,"['bee hoon', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\0TML51VVX9578606GKOEHVAE.jpg,Seafood Noodles Soup,all,f310de87aed53d445e409b4b559354ab,"['bee hoon', 'Seafood Noodles Soup']"
../foodsg-233\Seafood Noodles Soup\X0B78FDDXF3NUB8W1KVV2LXP.jpg,Seafood Noodles Soup,all,f35819c2991f232a60e587b149f88a15,"['Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\bee hoon\COX4UX9T19AAC71WRP2M8359.jpg,bee hoon,all,f35819c2991f232a60e587b149f88a15,"['Seafood Noodles Soup', 'bee hoon']"
../foodsg-233\fried rice\P2WZT7MG3PM4JSB69UWMIB65.jpg,fried rice,all,f35d181eab13af1612535e6a696cd88f,"['fried rice', 'Nasi Ambeng']"
../foodsg-233\Nasi Ambeng\JLPA6S2U9BB8SOH2ONB64ZLD.jpg,Nasi Ambeng,all,f35d181eab13af1612535e6a696cd88f,"['fried rice', 'Nasi Ambeng']"
../foodsg-233\Mee bandung\7I2YKEI9M3MZS5PUJU74WQAW.jpg,Mee bandung,all,f364492a23b9dd462a305f58064b431a,"['Mee bandung', 'Mee rebus']"
../foodsg-233\Mee rebus\B8VAL28ZKD4XP4VL5KI3EJDN.jpg,Mee rebus,all,f364492a23b9dd462a305f58064b431a,"['Mee bandung', 'Mee rebus']"
../foodsg-233\mushroom soup\Z13JVEDQ6N85EHPGNHUGRYEF.jpg,mushroom soup,all,f3710210eed8055ec15a445c2b306822,"['mushroom soup', 'vegetable soup']"
../foodsg-233\vegetable soup\5ZNODTSNBLY57IBO7W32FXIW.jpg,vegetable soup,all,f3710210eed8055ec15a445c2b306822,"['mushroom soup', 'vegetable soup']"
../foodsg-233\mushroom soup\21DG66FU4PMOPHCMKHF3B84O.jpg,mushroom soup,all,f373d3be4a63b2ba46f8f2bf11c80aa3,"['mushroom soup', 'cream soup']"
../foodsg-233\cream soup\6UGPPQQ2ASJGE8DNF6U60ZGR.jpg,cream soup,all,f373d3be4a63b2ba46f8f2bf11c80aa3,"['mushroom soup', 'cream soup']"
../foodsg-233\Lontong with sayur lodeh\X26YQYXIU64784F219C03KGC.jpg,Lontong with sayur lodeh,all,f387543279df7001b72b78efc697d934,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\lontong\86OKPENYCD4WU7HV35ESWW1J.jpg,lontong,all,f387543279df7001b72b78efc697d934,"['Lontong with sayur lodeh', 'lontong']"
../foodsg-233\kaya toast\U8FJFHEP71JJ99JDM33PBXZK.jpg,kaya toast,all,f387cfa24dbdcc59c552acd3133bfe75,"['kaya toast', 'Soft boiled eggs']"
../foodsg-233\Soft boiled eggs\K8XAWE9B36L0KGMMUAUGX8AY.jpg,Soft boiled eggs,all,f387cfa24dbdcc59c552acd3133bfe75,"['kaya toast', 'Soft boiled eggs']"
../foodsg-233\raspberry\21G7HNLP1LNGN4FIHGYFD7YI.jpg,raspberry,all,f3938cc64171f900a64bbcd6c53e9400,"['raspberry', 'Blackberry']"
../foodsg-233\Blackberry\NCB9Q7QN1FEHBP3B2OXLU8GJ.jpg,Blackberry,all,f3938cc64171f900a64bbcd6c53e9400,"['raspberry', 'Blackberry']"
