path,label,split,flag_type,priority
../foodsg-233\milk\RNH8R06HIFOOJCJ9LTBDZW0Y.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\RUCYC1SRD3PPYL8SGJOOGK93.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\TJ2R0EI0F9JV2YSJYCIDUQS5.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\TZ8XHE3GLYCBW5A4NEU8ZSC4.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\URGSAZWFYCJNEN52BXBDKO7M.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\UVA5G6EMI9CVFWRQLF0FGCTB.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\W6ATV2KDBVP1ZNLCEWZJ4OJ5.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\WEIYHBO5IPKKWSMLVM9OFKG4.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\X9WH7TFNMKXYB1PDJ67P6H6K.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\XZ5987HKMI5MTU9YIIC0QEN3.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\YWNTPKI7MMI3VOQJ7MI71MSG.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\Z2ATDQ7DBBF2TDITCVQ1UCX0.jpg,milk,all,finetuned_model,HIGH
../foodsg-233\milk\ZQ031MX5WG0K2AM6WQBLKQ0C.jpg,milk,all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\0G5SYGGAYJNLKF3WVZ973TJ1.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\16CJ97B1R4I4BPPOXA0ITW7P.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\1M6XKOA9RCO2RD4VPQO4MBDB.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\2ZLU1UL7AUS38SFX9ATMU5A2.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\3B994ZNQ4BH2ORR7IFZQ0PQS.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\4A3I9V59IIEVITD4T2W3JUDV.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\5PGB8LNU9OXTE3XVPYCLE5OR.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\7LK1L24IID1UXB2BS77JFHQA.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\902RRYSS36GWEM6SX5GYI3CL.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\9D7R6UKJGCLJBRVNNQLVQZIO.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\9GTN6TJEWFU50JL5QYOFS2G5.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\CKD2EU4WDK851180ZLQELIC3.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\D7OFWC6WNKVOYBRLVSCLDNUR.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\EKQ11OJSDZE8BR5BJF1NT96L.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\G19SNP3VCCJNZS63EBXDPDH8.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\HG4UME4NAO0Z5ZTQA48JC59A.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\J4LGGU3ODFGKW54I550D4D9E.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\JXEJR93JIISWJ09KWNV1GEB7.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\K1C976WGCUHVZ3JL5GWX04YN.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\K32QX7Z7397YD81TBFEQ1HPN.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\KQ66NLUH0WHXDTDRP5R2Z054.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\OAUOURTYLEV4BC212NA7B3GY.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\P3ZULL8ALMT3YHH1MGHSOTQ4.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\PRKYUDHGJWOPL23559ZAUSN3.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\Q1RHT7UA5U9BMQ2BV9CABCVE.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\Q4W34NSME9XFL6UZSEZ52PYQ.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\Q9V49PLMGMPG194U49IG22AX.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\R8ATFW5P5EJBAPCSN34RZNZ3.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\RRUCCHCTBJJJ906DVWYMVXL1.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\RRW02E7K50SN01OAXBQB1C0G.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\RS1J8O140D1DY26NMS65YKWA.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\T1UAIEYC3J5CBMZK6IB2EB30.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\U9S2V3QW459SAUG1D1KF4FJN.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\V13SYPZNIE10D38IQ3OY0QH3.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\X47CI93L4OOTS4TKVCUIU5Z5.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
"../foodsg-233\Miso ramen, with fishcake\YP36R1ASR7XGHHK85IRKA6PP.jpg","Miso ramen, with fishcake",all,finetuned_model,HIGH
../foodsg-233\miso soup\02WTO9IWBCIKX2EKYZ311SUH.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\0VQGE7GDOMNZ7FEHC6VPZAL3.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\100C3CWOUVEQ81BBO3W2DOQB.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\18AFEWGHGXFCK21FIN8BSBZO.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\63STCUU3696XKG6Y16Y8VM38.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\6AZOGY57WJ2NQ1KLC9RRZHK5.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\8KCNW5RK1FO8LP0468X1Y5GN.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\9M8UTMGLFJT8Z7BIHLG5PAHF.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\BM9VJWDIN1JNZ108HTTXJYTG.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\BMNQC8ATUWG6557GDBWLKFWR.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\BX021W93LNSZZPYLUILIGOUQ.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\FY5BM441YHHOQO9EEYWJ2GQH.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\G18J4W928D1CULSIETID8S7E.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\I7JIZRN0LXI1AIIGDM7BONTC.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\JDUPOBBCU5VAJ6P4STIP7R3N.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\M72GTDRWLY9J35W42ROXUF6G.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\MN2EC2OZOQ6YBJ30QHKC0SP4.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\OS6R1LCUO2ZS35WCCWRHTOWF.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\PH1BI9GYDDUPGGR6M549444U.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\SLU98XXLTIFPQPCZXLPMF2EJ.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\UB7Z9TMI1P7ZK6OO5F21EKO5.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\UZL47HSZMTL8WEXK3ZCVKQML.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\VDOM9PFJ7O2H9LNYJAR0GVGM.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\VG5PHMH6URSR6EOEMKXKF6TS.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\miso soup\WU0CJ4H5VMCTHEMFZ1Q21TVA.jpg,miso soup,all,finetuned_model,HIGH
../foodsg-233\mixed grills\07EE44D0R1KZFUHS1JJSSFXK.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\0FXLM0QTZAETHKT9XMZDPHNE.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\0H5IARB3QZQ2NGN6W7W1R9UP.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\0O62ANPT9W32QU4Z5NJIXNIP.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\14D28XLW8R5POFOPHM21TUTZ.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\1KM8IHBGUA96VBGBNWK1860J.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\1Q40EM07SJ5MK73EAIXAPJ0F.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\1QMKOXULP63CU4CNBLA51OW7.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\1QUPSPGOQBALY3MPY4M29LO9.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\1T15RNMDMCQBY07URVUXRS3K.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\2GPN6449HOYVP4RSRLWY03G2.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\2QHW97S40XXA0T2MMMEGUTN3.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\32D11S41KYOM9S9N2PZ9VQF3.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\3ATSSU0SG29G7BMBPY9RG03K.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\3QJFLHYU03OQLS2T5T09COOL.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\4XLQEFVLRZJFO4TT9J5V3R66.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\5OCQ2PKB55ZIW4J1SU7P31NV.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\5WRLMCUNW7SJ01ZQR5KZAVNC.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\6GXFIM8PIV9OITULBNPYYE1D.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\70W98ORD29W4YWQ29OJ3GZEU.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\7270BDUEGYYN1M8COMY0C8E1.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\76CJBTTA330SEGN0G9XMBHJB.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\7LYVHGOB8N64K717RH34OWW5.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\7MLCH6LAU5VE30LT7TLIFK97.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\7Q6FI89WE7M3W9FMLBXUE900.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\7SNF2OVB6ZFHQ9FLY9062IKW.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\82I0VSD77WE54B6C6LAB0VNG.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\8H70ZII1T6L248IEJGDP8HXH.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\8PK98HG91C5XYCVRH7K1YGVH.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\927HWWTWG9MDTP34A72KTP4D.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\9COUD4ML78LXRAQ78L5OAAZY.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\9N77QQHTVU6N0ARO7F55QM7W.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\A2GT4PU4I0YPNULXTIY4VZUH.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\AFWNYMJII9XAS4SWW206IMKM.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\AG26QQB3A9HQ58YLFKIJW22A.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\AGWH301MMLUYWWFMIY67ZV4F.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\AMA5HJHVXHRJ3DTXV1Q3T416.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\BFETJBL03CHPHLX4NWICE5CA.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\CBVOWW9LT17Q08WTFWHKYU1V.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\CWLE2768VYOT6CMBUJV3VSHK.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\EBRAF1CCPGU6DNG4V263VMWS.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\F6KVH9W29Q87MJ0R17NRMGFR.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\FS70CUJD8N9FZ8YCZ2D2HLYV.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\G94OIGUVXAU9DBDLJ8LU1Q1B.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\HBFVA0CL7X96JNIQ4FDND61U.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\HFKIJFCPE4AJRLS3FCMDNMOY.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\I5MYFN7U0GL78I8BLRADNIX7.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\ILADBV9ZKR1TZRISNC9M5GBE.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\ITIJYP2YJNUODNIOC3NUQFQN.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\J0KNS4C3JGWE3AGWFM3MDWW2.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\JHCV0YPFPHTKJG4LZT44R4B8.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\JKH7H24SAVVJWHF2ASXVS0SL.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\KI8XTYLWRFDRD01KP9ACHT6Z.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\KLIZCR2H2UZMDAKJO5PF4U2C.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\KZ3RXPQVPHI3T48A5L7WLW09.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\L2UFQN947QEZ73YID39SNBX9.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\LY8OS61O5TDO63NQG2IF3G7V.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\M77DBR1COJNQYHUWY3MIGEHK.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\MRIMFMSJIAQKCXYEYN6JY31W.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\MXST5OUAV4VP0P7JRWLTN7IE.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\NV6VPZAIRCXO7A96BWJYJGPP.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\O6SMIME3FHJQ9C80TYXKWDRU.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\P29239AITTBXPOPE6QR4S14D.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\Q07V532WUP5L0VDK7FDGV33H.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\QA6NFU7S1S3UQ7B9FKU1OMV8.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\QD5Y5USRABKO30XR56EL4IRC.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\S14FBNGTF2CNNBFBTNZK5B76.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\SG4TPI75J4VVN5L0455LKX76.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\SOQB22TTR70ZNBFS61JFIB3K.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\SRSF966ROZ0X4KKFXXDGR107.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\SS2K6VFXKA13WUNZYP3TCR60.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\SY51EQ1KWKCBRGT01BDZPH5B.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\T6EZKSBYOAIOIR3TZHNGTDQO.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\TVKRBBG7O5CG0XJLDCGZEYH2.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\U2EV8AZXGGT33FN5DF6IC1W7.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\UPVX6ZV4E47X4ODHAYJ361AQ.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\UX1DFT35HMOM13UP34IM56J6.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\V7QCV6WE12GPJ1N6X48XX4EU.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\VLG9SKK2JDFXHDUXXUIQ2ROY.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\WB0THG5ZZZZ7MNHNJF6TWIKT.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\WCZV8XCGUA00YCSXA2WNA6JI.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\WL8JR58PZSZTOPKQ5GS95P9M.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\WLMIAL60478ABSS9S7PV2M28.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\WRFGD8WG5UDPYGBC517LI4GS.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\WVMC1N5C5VSY4PB9A06W8VHU.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\X0F18IKZ9PMWX3GAOC761U9E.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\XZH0TCO6RC22044K42UXOL2S.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\YV4UZO989C9FP7D03V5WDW8D.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\Z1KVAWZI8D7DGIVVDNKWNG7S.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\Z6MATQXCV2WU6FERANITUXWL.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed grills\ZDQGQNEI9MRH7X1AO423JIMC.jpg,mixed grills,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\03Z2BGXNKNKCSKVZVN4GSBUA.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\0AE2SMBKTUONQDFVV92NUIIR.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\16WAEBSU931RNGS8CSXAZPJ9.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\1B3T3028HGTZVLFTKTKAKBO0.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\1KUNOPANUP5GSNHYSD52RHEU.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\2C8B7DSQIOQ8MPCFJY2SW6RQ.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\2Y15IBMRGBJ8U3NFWQKT0ABN.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\2Z6WEXSXJHHK30CPZN61B8JN.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\3CW8CRRO1QY0QFF4NLMCLOLI.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\3YZ3MFZAGCNCKSZW8LQEYSL6.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\4ML00V4TZTIFDDE8I0520XWO.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\51UV34A0JYSPUQZWMI0WEWIV.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\5F60XGW7AW9IZ1RQ8FKB18XH.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\5GORUNFQU196NIVIYRAAPYDU.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\5REDI0SHXDV4VCNVA2MAQX0B.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\6H7SRFRLJ6A54K0WQSG4YC45.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\6OK7K6SKY7BDS8LSWVJ4L8KT.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\6WJKV9UATO1JYJVHVX4N8ZS3.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\8TFH0E6LZHR1SGLR6T2KSEZH.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\8X78KOQFJIYJY7THXCASAVVG.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\97OKPTLMDJKTIZ0Y2LHC5I9K.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\9ES49CQIFZJH3N1OIIESH41G.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\9ZJEEHM2657DMKRQ3560N3OL.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\A8FV1UCXT6KKPUF6QOB8XPXE.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\AEUXDZQ1GIP50N5VFVEEZU8O.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\ANSA7ATS4XNAFEQRZUEU9S5C.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\BP789XHNFRDWLD9BJC5JTRPJ.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\BUXIYQE7Y649ZLKSWH0HYZ0K.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CAQT309FPT69A2ATHGA0GTX8.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CJCZ8PGC9GVPJ97BNOCSOWBL.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CJLNNYUHBVG7FP464F4BA3RT.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CJNLLHSB81A063FYSF7CM7EH.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CLOTEIG8XNCNODMM34R4WGCO.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CV6UZM59AST02GH827AJH6K5.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\CX7GE2R8CIVC5XO9MQT21BDD.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\DZNBBFVO209KSE5BOSW2Z6ER.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\E12L4O60GZ2DX6YL62TPV13J.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\EJJV9ZXVGZH374G64INKTB0G.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\EMHD0SGP21MWP1D34GZLFE7C.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\EO7N3E81ETA0UDAWHY86E6Q1.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\ES8E456HS7TB32RBDMDL86YA.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\F0UPCZLFMNGQN5B51E4D3TOS.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\F3MJ5UYNMHXMORNX02HUSAVU.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\FDVTRO7E85OKY3L7JGUM5Y05.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\FNN933N1IHYNJWOSLT2V3RBY.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\FNPCQWENMZAZSDVPV43S56J6.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\FQ91QKE382HE4IZFJJO56RB0.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\G1VISKLG3O89I6T863MYMCQL.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\GTAMDV26OO5WMG3LK632I8F7.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\H3CDSY8PBLVH264P1K9J86TS.jpg,mixed vegetables,all,finetuned_model,HIGH
../foodsg-233\mixed vegetables\H9YFIR0FT9S4V3P4TQ9G46MI.jpg,mixed vegetables,all,finetuned_model,HIGH
