path,label,split,pred_class,confidence,flag_reason
../foodsg-233\Bubble Milk Tea\KLI6QJXFPPVRCVU0B7LAYEBL.jpg,Bubble Milk Tea,all,Kopi Teh Milo,0.9884144,confident_disagreement
../foodsg-233\Bubble Milk Tea\NYBUUXAEZ8SDO1ULCTHBWHHA.jpg,Bubble Milk Tea,all,parfait,0.882178,confident_disagreement
../foodsg-233\Bubble Milk Tea\P2PPG8AL9XGIRD2KMXD9J6WJ.jpg,Bubble Milk Tea,all,Fruit juice,0.7658258,confident_disagreement
../foodsg-233\Bubble Milk Tea\PT4QUIXXXXJ0FVFGG19LN833.jpg,Bubble Milk Tea,all,chin chow drink,0.78287214,confident_disagreement
../foodsg-233\Bubble Milk Tea\QB95GSMDNJON1PLHVZ6EFT1R.jpg,Bubble Milk Tea,all,Alcoholic Beverage,0.72250503,confident_disagreement
../foodsg-233\Bubble Milk Tea\QM1AIS4T4VDSMVX1AQ8WB8M4.jpg,Bubble Milk Tea,all,Kopi Teh Milo,0.85164726,confident_disagreement
../foodsg-233\Bubble Milk Tea\RRYL4ZWL3GSJ1W00GBHBAGT6.jpg,Bubble Milk Tea,all,Kopi Teh Milo,0.9903197,confident_disagreement
../foodsg-233\Bubble Milk Tea\SN55CX4DAZ933L1X3XMYIUGY.jpg,Bubble Milk Tea,all,Apricot,0.8513085,confident_disagreement
../foodsg-233\Bubble Milk Tea\SWXDL79P6S9M42JL1C2V3YG6.jpg,Bubble Milk Tea,all,singapore sling,0.7867927,confident_disagreement
../foodsg-233\Bubble Milk Tea\UV4QNY87AO7O4XSGZE9SGHQ4.jpg,Bubble Milk Tea,all,Kopi Teh Milo,0.73116535,confident_disagreement
../foodsg-233\Bubble Milk Tea\V4IVGVW7K7ZH4DYBEJITHYOX.jpg,Bubble Milk Tea,all,canned Fruit salad,0.79109764,confident_disagreement
../foodsg-233\Bubble Milk Tea\XA98V5YSB92JR6NDQN03B2W2.jpg,Bubble Milk Tea,all,Fruit juice,0.7108129,confident_disagreement
../foodsg-233\Bubble Milk Tea\ZW3PRPCEOO0JGJLUK7UTRC0S.jpg,Bubble Milk Tea,all,chin chow drink,0.7671363,confident_disagreement
../foodsg-233\buckwheat\03BJ09E3DJGKB95SLDBUNLZU.jpg,buckwheat,all,Chocolate,0.71084267,confident_disagreement
../foodsg-233\buckwheat\0P1IH35PKD9YXOXFVX6VVEWJ.jpg,buckwheat,all,tau suan,0.82662785,confident_disagreement
../foodsg-233\buckwheat\0QC4XOYHTDB3G39GXA5TXEBJ.jpg,buckwheat,all,biscuit,0.9762358,confident_disagreement
../foodsg-233\buckwheat\0RE07M8Y26J0CYAI9S8QP3HE.jpg,buckwheat,all,salad,0.95801115,confident_disagreement
../foodsg-233\buckwheat\1R2CCHNJFSLTFD3E5S5MQM7I.jpg,buckwheat,all,breakfast cereal,0.751578,confident_disagreement
../foodsg-233\buckwheat\1TUTU35P8OOUBNSI9RWEGX6S.jpg,buckwheat,all,Wholegrain Wrap,0.8169781,confident_disagreement
../foodsg-233\buckwheat\246US8DOL8RBWHPPK7MPC1ZR.jpg,buckwheat,all,cooked brown rice,0.78010327,confident_disagreement
../foodsg-233\buckwheat\3D0JH83IU17Q1P9P1C4ZC64N.jpg,buckwheat,all,Porridge,0.8747947,confident_disagreement
../foodsg-233\buckwheat\3EY6Y2SB88XEC3242ZSMVMQ5.jpg,buckwheat,all,Nuts,0.81253725,confident_disagreement
../foodsg-233\buckwheat\3TOIKTTY58MOLYE2SX7BRRPO.jpg,buckwheat,all,popcorn,0.99900013,confident_disagreement
../foodsg-233\buckwheat\41FDS7X5BX0L6Y9MM20ZEZUN.jpg,buckwheat,all,salad,0.898605,confident_disagreement
../foodsg-233\buckwheat\42MCOZ4SCI2WA6EB4YN48YYC.jpg,buckwheat,all,whole oats,0.9255366,confident_disagreement
../foodsg-233\buckwheat\43V8BPYGEXW2WPNC25YLMXLR.jpg,buckwheat,all,tau suan,0.724579,confident_disagreement
../foodsg-233\buckwheat\4Z0FSYMZYX1PK0HGBSBD343J.jpg,buckwheat,all,popcorn,0.99609417,confident_disagreement
../foodsg-233\buckwheat\59CMETBDV2MFRVXTBVAFNZH7.jpg,buckwheat,all,breakfast cereal,0.7505943,confident_disagreement
../foodsg-233\buckwheat\5IVV87K6NCUBBAGCOCRJD1E1.jpg,buckwheat,all,salad,0.8340102,confident_disagreement
../foodsg-233\buckwheat\5LJ1CCV5HVDXMEGX9I66KB9E.jpg,buckwheat,all,salad,0.80527335,confident_disagreement
../foodsg-233\buckwheat\5N9XYHHQHJX4UX0TZWURDCCP.jpg,buckwheat,all,mushroom soup,0.7770066,confident_disagreement
../foodsg-233\buckwheat\5NPOVHJD5J9854V1E1IWQV0A.jpg,buckwheat,all,pancake,0.99672204,confident_disagreement
../foodsg-233\buckwheat\6AC6JOF8NKF96O0TX3MODOHM.jpg,buckwheat,all,canned Fruit salad,0.73190576,confident_disagreement
../foodsg-233\buckwheat\6KMLG7VE8VQIR4XV7ZEQQ5VW.jpg,buckwheat,all,biscuit,0.9977362,confident_disagreement
../foodsg-233\buckwheat\6O69BEV850H8W1581BNEM4WW.jpg,buckwheat,all,seaweed snack,0.9195098,confident_disagreement
../foodsg-233\buckwheat\6V2TJW7AZK6ZXX0PFINMD8JI.jpg,buckwheat,all,vegetable soup,0.889926,confident_disagreement
../foodsg-233\buckwheat\7709N6JM3ZUQ3SJCEQBKBVVZ.jpg,buckwheat,all,salad,0.75579363,confident_disagreement
../foodsg-233\buckwheat\7YUGKM9INGI0ZOEVU8ZIY6MT.jpg,buckwheat,all,whole oats,0.76298547,confident_disagreement
../foodsg-233\buckwheat\8EW0HPP99BWC02JJLU3ERUUL.jpg,buckwheat,all,breakfast cereal,0.7106369,confident_disagreement
../foodsg-233\buckwheat\8I497G47H5KMUQA34Y0LZKZF.jpg,buckwheat,all,tacos and nachos,0.79189044,confident_disagreement
../foodsg-233\buckwheat\8MHWVAKVCGSEDMF6W1IB7G43.jpg,buckwheat,all,cream soup,0.760851,confident_disagreement
../foodsg-233\buckwheat\8NPENDQS976GPAEMR4RV14UH.jpg,buckwheat,all,salad,0.7057619,confident_disagreement
../foodsg-233\buckwheat\8VSUQJBAO2TGI5YFVVI07I7D.jpg,buckwheat,all,Udon,0.72014064,confident_disagreement
../foodsg-233\buckwheat\9JYTO8RHZCO5SBRFSA7QR478.jpg,buckwheat,all,biscuit,0.75056577,confident_disagreement
../foodsg-233\buckwheat\9WA41TFX03SMDUD8A1N0XE2U.jpg,buckwheat,all,Bibimbap,0.77651674,confident_disagreement
../foodsg-233\buckwheat\A7PT3VC6AAYOB2GN2MBQ8NLW.jpg,buckwheat,all,tau suan,0.7419813,confident_disagreement
../foodsg-233\buckwheat\A8P1KMEN4ACFGMZVXPPQ8YZE.jpg,buckwheat,all,pancake,0.86071026,confident_disagreement
../foodsg-233\buckwheat\BNIH9LF3SJXKRI3ISVF4LDBD.jpg,buckwheat,all,blueberries,0.75401443,confident_disagreement
../foodsg-233\buckwheat\C85J0MPRRJVDLZA9JWOY16HA.jpg,buckwheat,all,milk,0.9854116,confident_disagreement
../foodsg-233\buckwheat\CBAR2JHGMBURFJ1ANIDNACSI.jpg,buckwheat,all,popcorn,0.9986318,confident_disagreement
../foodsg-233\buckwheat\CKFWJPAD18J23N7ILJBFC0ZV.jpg,buckwheat,all,Nuts,0.7574239,confident_disagreement
../foodsg-233\buckwheat\D8198NYNYF7RJQNS3J160ZI5.jpg,buckwheat,all,tau suan,0.8159078,confident_disagreement
../foodsg-233\buckwheat\DBB7I252LTDVPKRTCGTLO6EU.jpg,buckwheat,all,Bibimbap,0.7294909,confident_disagreement
../foodsg-233\buckwheat\DR1MY0F4W4D0I8J8LZFLVRX8.jpg,buckwheat,all,muesli,0.7357456,confident_disagreement
../foodsg-233\buckwheat\EP7SOHOCS6EPTTO6GURKY13A.jpg,buckwheat,all,salad,0.9730305,confident_disagreement
../foodsg-233\buckwheat\EZH7RG5O3VLINOEDVYNQV7AG.jpg,buckwheat,all,breakfast cereal,0.7525259,confident_disagreement
../foodsg-233\buckwheat\FFV152WNYWJLCYOA1ET41HWR.jpg,buckwheat,all,popcorn,0.9418018,confident_disagreement
../foodsg-233\buckwheat\FOKIIZON23O9BW15PSFUL6WB.jpg,buckwheat,all,salad,0.9649997,confident_disagreement
../foodsg-233\buckwheat\FQB84CWPCQ6RT7KQ8GHN0ETB.jpg,buckwheat,all,salad,0.9652675,confident_disagreement
../foodsg-233\buckwheat\GNW2F8HY6M32R4AVHJAZWKNW.jpg,buckwheat,all,Chocolate,0.8491192,confident_disagreement
../foodsg-233\buckwheat\GOQXJFXOC70AD1XJ9WK2JXPP.jpg,buckwheat,all,Nuts,0.93039614,confident_disagreement
../foodsg-233\buckwheat\GVU04WLUDZJ4ECLDULGCDSNE.jpg,buckwheat,all,Soft boiled eggs,0.7308632,confident_disagreement
../foodsg-233\buckwheat\H02ENTHZX2TKRDI32AL34TBU.jpg,buckwheat,all,salad,0.9335712,confident_disagreement
../foodsg-233\buckwheat\H4MCG1ELFMQ2M246WXCWHCN4.jpg,buckwheat,all,breakfast cereal,0.7383416,confident_disagreement
../foodsg-233\buckwheat\H95UX6JGD73ODXKKJCB3Y0O2.jpg,buckwheat,all,seaweed snack,0.7888099,confident_disagreement
../foodsg-233\buckwheat\HCERIE5RYCLC3C9H6W3BFCT4.jpg,buckwheat,all,Wholegrain Wrap,0.7297034,confident_disagreement
../foodsg-233\buckwheat\HS2IVC20Q0HXJPQ83DAS8NPO.jpg,buckwheat,all,pancake,0.93124735,confident_disagreement
../foodsg-233\buckwheat\HZ79E22IEIAI5VMBDN893STK.jpg,buckwheat,all,green leafy vegetables,0.93542165,confident_disagreement
../foodsg-233\buckwheat\ILC4WGPGW0OWGU06BO17JPRJ.jpg,buckwheat,all,salad,0.83106524,confident_disagreement
../foodsg-233\buckwheat\INYRGYZH4BWF2IA91X9P5SDH.jpg,buckwheat,all,cake rolls,0.90959394,confident_disagreement
../foodsg-233\buckwheat\J0ANP4UIAYS2TV0Q7S9WGMRT.jpg,buckwheat,all,sambal,0.75868785,confident_disagreement
../foodsg-233\buckwheat\JGASXNWCXB1XBVKR789MU9IA.jpg,buckwheat,all,muesli,0.7872239,confident_disagreement
../foodsg-233\buckwheat\LMOHZ7V8RO1G0PQ88W4U43ZP.jpg,buckwheat,all,vegetable soup,0.7516607,confident_disagreement
../foodsg-233\buckwheat\MAWS2Z5RNOW5E1Z9BY6YFEGH.jpg,buckwheat,all,whole grain bread,0.7527785,confident_disagreement
../foodsg-233\buckwheat\MJSL40OT42W4BE0YL8CKZP0H.jpg,buckwheat,all,Soft boiled eggs,0.7719885,confident_disagreement
../foodsg-233\buckwheat\MWX0XDH22A2EU2HVJTZWZI19.jpg,buckwheat,all,thunder tea rice,0.7945706,confident_disagreement
../foodsg-233\buckwheat\NBOOG24HAZT5PEOGCMCB783N.jpg,buckwheat,all,muesli,0.77532953,confident_disagreement
../foodsg-233\buckwheat\O4GDK0I0D51JDMMWS10G5RNQ.jpg,buckwheat,all,popcorn,0.893109,confident_disagreement
../foodsg-233\buckwheat\OYDB2H8JXA77TG0SGEIS2DTJ.jpg,buckwheat,all,mushroom soup,0.750939,confident_disagreement
../foodsg-233\buckwheat\P4OP5P0ZTRHXME1V3EY34TIV.jpg,buckwheat,all,Chocolate,0.8006946,confident_disagreement
../foodsg-233\buckwheat\PNZROY51H0WWCFC0R1RFAZK0.jpg,buckwheat,all,blueberries,0.9183937,confident_disagreement
../foodsg-233\buckwheat\PPM0WLCP5CQZHDHBQ594V5H6.jpg,buckwheat,all,popcorn,0.9673158,confident_disagreement
../foodsg-233\buckwheat\PUOHUPZIYU4N9670ROAW4XNP.jpg,buckwheat,all,pasta - fettuccine,0.9544305,confident_disagreement
../foodsg-233\buckwheat\Q75TTW9SKAMLHEJ6WVXWL046.jpg,buckwheat,all,Barley,0.7656527,confident_disagreement
../foodsg-233\buckwheat\QJIFRYU5AIJW5TM2BHXTXZ5N.jpg,buckwheat,all,sambal,0.88619936,confident_disagreement
../foodsg-233\buckwheat\R0F9JUQM2ICN0HXNSE3AUOJ5.jpg,buckwheat,all,salad,0.8502904,confident_disagreement
../foodsg-233\buckwheat\R1HHUFAH5W9TQSJQ2EY3G2FI.jpg,buckwheat,all,dumpling,0.8690809,confident_disagreement
../foodsg-233\buckwheat\RX03KE92MP45QETSHNLQIR4X.jpg,buckwheat,all,salad,0.7108338,confident_disagreement
../foodsg-233\buckwheat\S1TV6RRKCQTFBU06A3X1FQC3.jpg,buckwheat,all,seaweed snack,0.7476191,confident_disagreement
../foodsg-233\buckwheat\SH2HC5WPDAP2GSO22PNVDAMA.jpg,buckwheat,all,Porridge,0.9501479,confident_disagreement
../foodsg-233\buckwheat\SOID78RWSPAVF9F7L0L5FCJP.jpg,buckwheat,all,Chocolate,0.74622476,confident_disagreement
../foodsg-233\buckwheat\SUCBLMKYBNENCJKPSOYMLGZV.jpg,buckwheat,all,chicken soup,0.79965764,confident_disagreement
../foodsg-233\buckwheat\SXAHLI038IBIEIM3CCBAO3PO.jpg,buckwheat,all,popcorn,0.9990721,confident_disagreement
../foodsg-233\buckwheat\TOBFG18HRZZXLUR3AA8U7LVC.jpg,buckwheat,all,popcorn,0.81972545,confident_disagreement
../foodsg-233\buckwheat\TUPTL0L1WCLYJZ6LW94THZL7.jpg,buckwheat,all,Chocolate,0.728231,confident_disagreement
../foodsg-233\buckwheat\U0S3FNUUAP9RPM30RPPUW8II.jpg,buckwheat,all,salad,0.8618509,confident_disagreement
../foodsg-233\buckwheat\UC53ZM2W2TI1JTER0FUWF7U8.jpg,buckwheat,all,pomegranate,0.87965864,confident_disagreement
../foodsg-233\buckwheat\V9RO0Y0Y6VSG38HHHHG8TFJT.jpg,buckwheat,all,salad,0.7234007,confident_disagreement
../foodsg-233\buckwheat\VA9FT9WO8PE3YH1ACGLKAFTR.jpg,buckwheat,all,salad,0.8906761,confident_disagreement
../foodsg-233\buckwheat\VCJUCP2GYB5XEBYNRQGVUTEA.jpg,buckwheat,all,tau suan,0.7393065,confident_disagreement
../foodsg-233\buckwheat\VOFE606LN7DBV19J6UDLES4E.jpg,buckwheat,all,popcorn,0.7014287,confident_disagreement
../foodsg-233\buckwheat\WEDITKX8ABGPFGJIO7JMFZBA.jpg,buckwheat,all,salad,0.77570575,confident_disagreement
../foodsg-233\buckwheat\WSXTS7XK4RQ9Y6D7WAYDAMKQ.jpg,buckwheat,all,breakfast cereal,0.7144503,confident_disagreement
../foodsg-233\buckwheat\WWXFDNQZ1SHHR5Z8GIZP9PXY.jpg,buckwheat,all,cooked brown rice,0.72330886,confident_disagreement
../foodsg-233\buckwheat\X2E6CA0UWN3DKWHHCZTYRLYY.jpg,buckwheat,all,tau suan,0.9358033,confident_disagreement
../foodsg-233\buckwheat\X9JFH6C4OF7MQCLF4CBTU3BH.jpg,buckwheat,all,salad,0.8452238,confident_disagreement
../foodsg-233\buckwheat\XHIMKTF0E0ZLXEV7YJCICQ1N.jpg,buckwheat,all,Chocolate,0.9092443,confident_disagreement
../foodsg-233\buckwheat\XNG6CZN19CJ0ZTFCMF62MEHS.jpg,buckwheat,all,blueberries,0.977463,confident_disagreement
../foodsg-233\buckwheat\XSDXW8I80FPRWP46RBOI3IYT.jpg,buckwheat,all,popcorn,0.9305679,confident_disagreement
../foodsg-233\buckwheat\XST9489RF2UGSYZCCP1IIVA6.jpg,buckwheat,all,parfait,0.7108638,confident_disagreement
../foodsg-233\buckwheat\XXMZYZRQO9G20CPI8T6BQ5OS.jpg,buckwheat,all,Sweets,0.93932897,confident_disagreement
../foodsg-233\buckwheat\YCZMFFYF0X0QAIV728ZS8HMM.jpg,buckwheat,all,salad,0.76986873,confident_disagreement
../foodsg-233\buckwheat\YD04GVCTS680NPJWVYGQF4TC.jpg,buckwheat,all,mushroom soup,0.83696026,confident_disagreement
../foodsg-233\buckwheat\YDEFQA364S43K6XG957HDG56.jpg,buckwheat,all,popcorn,0.99607927,confident_disagreement
../foodsg-233\buckwheat\YGDQLX4NG0JR0CHPI718HVTI.jpg,buckwheat,all,popcorn,0.7546993,confident_disagreement
../foodsg-233\buckwheat\YXBF9II9T8O9WAKWF1XCBS6A.jpg,buckwheat,all,salad,0.7305718,confident_disagreement
../foodsg-233\buckwheat\ZE5WBMF6ZBOA7Q9CI82S4P84.jpg,buckwheat,all,popcorn,0.76415515,confident_disagreement
../foodsg-233\buckwheat\ZGR27V8HQM7AT43C0K1XYBW3.jpg,buckwheat,all,muesli,0.7771525,confident_disagreement
../foodsg-233\buckwheat\ZS7BO4468HE9ASWG3LSZ2Y60.jpg,buckwheat,all,salad,0.87854123,confident_disagreement
../foodsg-233\buckwheat\ZYF0EXZK8ZYCAWA5OAAP7V67.jpg,buckwheat,all,Wholegrain Wrap,0.8288042,confident_disagreement
../foodsg-233\Burger\4W4RW4EHX5WUORM5C3Q92C24.jpg,Burger,all,sandwich,0.8270143,confident_disagreement
../foodsg-233\Burger\8MI8K6TMHAXPOM4T2DQ6K5W6.jpg,Burger,all,sandwich,0.9497315,confident_disagreement
../foodsg-233\Burger\J66E1Q2RQSZD8S2VAXPIL9W9.jpg,Burger,all,cheese fries,0.86598057,confident_disagreement
../foodsg-233\Burger\JB26FQDVBSK9IWNLB5NLMVW9.jpg,Burger,all,sirloin steak,0.70312107,confident_disagreement
../foodsg-233\Burger\K2CFYZDRGPNX1X1QRV180UQA.jpg,Burger,all,sandwich,0.877528,confident_disagreement
../foodsg-233\Burger\LOCJMVST22XB9Z794Y05OB7L.jpg,Burger,all,sandwich,0.8230657,confident_disagreement
../foodsg-233\Burger\OR0PEJIW6JTENEZCXN8XQ18M.jpg,Burger,all,sandwich,0.7320767,confident_disagreement
../foodsg-233\Burger\PQQ5S8Y3XOHWYAXXRLBES0GG.jpg,Burger,all,sandwich,0.84750485,confident_disagreement
../foodsg-233\Burger\PW6M1DSYF1Z7YWDU12F3TMKP.jpg,Burger,all,sandwich,0.74661094,confident_disagreement
../foodsg-233\Burger\S4JSLZ2K1U1S2HMFJ3BY6E5N.jpg,Burger,all,sandwich,0.7723576,confident_disagreement
../foodsg-233\Burger\TVZA5TO1HM252DF6W2BTO0OP.jpg,Burger,all,sandwich,0.88986754,confident_disagreement
../foodsg-233\Burger\VFLLT83OQZIP603Y7H90ZVCK.jpg,Burger,all,sandwich,0.72609854,confident_disagreement
../foodsg-233\Burger\Z7UM2FYPNEWDB231TTZBCZ5M.jpg,Burger,all,sandwich,0.9393763,confident_disagreement
../foodsg-233\cake\0L6U0M7WIAYHN3U6H0IMEBB0.jpg,cake,all,Chocolate,0.8137364,confident_disagreement
../foodsg-233\cake\0ZARNRCK4DI7554D348RPJ7I.jpg,cake,all,wholegrain muffin,0.9074648,confident_disagreement
../foodsg-233\cake\2IHC48OK6ZGJ358LYRJK1OM5.jpg,cake,all,biscuit,0.9276897,confident_disagreement
../foodsg-233\cake\2IK4BQVJ8HVT9SGC36JV2SEP.jpg,cake,all,Chocolate,0.81039894,confident_disagreement
../foodsg-233\cake\2P9B8C5YBA3NMTXP5IU7EW7U.jpg,cake,all,Chocolate,0.9027609,confident_disagreement
../foodsg-233\cake\363YINMMY6LXDZM1HEMCHRNA.jpg,cake,all,Chocolate,0.84775144,confident_disagreement
../foodsg-233\cake\3WNW0Q28Q9RT64J6KDYJRZKV.jpg,cake,all,Peanut Pancake,0.74204373,confident_disagreement
../foodsg-233\cake\4QV7LBI20IBMTTC70MDASHFQ.jpg,cake,all,Chocolate,0.71559846,confident_disagreement
../foodsg-233\cake\5NJMJIWEO3J0I1YLFRYNRIBK.jpg,cake,all,strawberry,0.7416999,confident_disagreement
../foodsg-233\cake\5QA8M5MO0BKJBWD3E4QMWL65.jpg,cake,all,Chocolate,0.82874376,confident_disagreement
../foodsg-233\cake\5RBUA368TKYQXDQPIZFL4CKI.jpg,cake,all,Sweets,0.76269835,confident_disagreement
../foodsg-233\cake\6VRXA2057XK3XR0CP5T5RLX7.jpg,cake,all,canned Fruit salad,0.75675446,confident_disagreement
../foodsg-233\cake\7G30HVQMAYMI023Y2F6SFC0O.jpg,cake,all,popcorn,0.72303843,confident_disagreement
../foodsg-233\cake\7L0C6M8XGO09G3EUX4B31UH9.jpg,cake,all,Chocolate,0.7759395,confident_disagreement
../foodsg-233\cake\962LCNZEKDA6I4MGOQM7Y34T.jpg,cake,all,Chocolate,0.85099745,confident_disagreement
../foodsg-233\cake\9ALOM4EC9A6Y5SZLOHWL2NAA.jpg,cake,all,Bubble Milk Tea,0.80866927,confident_disagreement
../foodsg-233\cake\9S09L0L7NNIGPEPSS8RG70S6.jpg,cake,all,kueh lapis baked,0.77009207,confident_disagreement
../foodsg-233\cake\A8XKYB9UF2771KF1OI18KH3G.jpg,cake,all,ice cream - chocolate,0.83545613,confident_disagreement
../foodsg-233\cake\C8FPGCXTGCX7D1TDMSLKVX0Z.jpg,cake,all,Chocolate,0.85804,confident_disagreement
../foodsg-233\cake\CMDEA7Y6OSTO5U9EHHU87CVM.jpg,cake,all,Chocolate,0.9019537,confident_disagreement
../foodsg-233\cake\CTF0IPJ3F8IEMUSAS6F06C1G.jpg,cake,all,Chocolate,0.8782584,confident_disagreement
../foodsg-233\cake\DA1B940829C6JMKMQKWJP9VU.jpg,cake,all,Chocolate,0.871759,confident_disagreement
../foodsg-233\cake\DAJEDLZK0YAGDXY7Q9ZABATE.jpg,cake,all,Chocolate,0.81308675,confident_disagreement
../foodsg-233\cake\DP5U1OLJPJ8QBMVZUG7CY5RW.jpg,cake,all,Peanut Pancake,0.85263693,confident_disagreement
../foodsg-233\cake\DWU5MUV06LAF4HP45RY3HN58.jpg,cake,all,Chocolate,0.8982364,confident_disagreement
../foodsg-233\cake\E2D16AD4Z4N35A7IZQEG909V.jpg,cake,all,wholegrain muffin,0.7981776,confident_disagreement
../foodsg-233\cake\EV538JOUGYOI66MN3CNPN6DZ.jpg,cake,all,Chocolate,0.990406,confident_disagreement
../foodsg-233\cake\F4AOTAHMZPPZYJ9AF0UEVVVB.jpg,cake,all,strawberry,0.75589824,confident_disagreement
../foodsg-233\cake\FDSTWZF55IIBCY2TYPHYPVD3.jpg,cake,all,Chocolate,0.7127379,confident_disagreement
../foodsg-233\cake\FJ7QM52RAJCTRA4P1I14EKOO.jpg,cake,all,Sweets,0.775965,confident_disagreement
../foodsg-233\cake\GTAB93LAFB4BN6EHF9ARL08G.jpg,cake,all,cake rolls,0.98267245,confident_disagreement
../foodsg-233\cake\GVGZPFMQL9DY8LJRQFKTT96D.jpg,cake,all,tiramisu,0.7554459,confident_disagreement
../foodsg-233\cake\H3TWZAOZ9VBPMJTKA1HHWWEY.jpg,cake,all,Chocolate,0.92889035,confident_disagreement
../foodsg-233\cake\HI13WP1EM8CTZ1Y6IECFOEOS.jpg,cake,all,tiramisu,0.9093914,confident_disagreement
../foodsg-233\cake\HQZ6JUHB25BJ6YTAONXL42V9.jpg,cake,all,Chocolate,0.70232636,confident_disagreement
../foodsg-233\cake\HTJKSU9UOLO7F3YQQ2QKA3T2.jpg,cake,all,blueberries,0.7698093,confident_disagreement
../foodsg-233\cake\HX628RR6B3D53DJS5AULRNNX.jpg,cake,all,blueberries,0.9757528,confident_disagreement
../foodsg-233\cake\IJYQTQ8G6Q87AYW3BRBF7UC5.jpg,cake,all,tiramisu,0.8734594,confident_disagreement
../foodsg-233\cake\IO71QCAHCJ0HOS50KUJLBMZR.jpg,cake,all,Chocolate,0.70308995,confident_disagreement
../foodsg-233\cake\IX4HW82U8TVFWYY7RBYP9TWQ.jpg,cake,all,strawberry,0.97208846,confident_disagreement
../foodsg-233\cake\K3RX7IMT3W0NP2IRIUTNR23X.jpg,cake,all,Chocolate,0.8471122,confident_disagreement
../foodsg-233\cake\LYFRJARJ7E5WTQB2M7F1F8R4.jpg,cake,all,Chocolate,0.762463,confident_disagreement
../foodsg-233\cake\M1IL70PASZCUQ26ARADQIA67.jpg,cake,all,Chocolate,0.78349096,confident_disagreement
../foodsg-233\cake\MES47AVOO35ZMU5J4YIKGWH2.jpg,cake,all,mango pudding,0.7754431,confident_disagreement
../foodsg-233\cake\MO056YSPLPCTTU7E7Q80EDD0.jpg,cake,all,Bubble Milk Tea,0.74882215,confident_disagreement
../foodsg-233\cake\MWPW29T7XJ8D17NVB9AXKP50.jpg,cake,all,Kueh Salat,0.7679112,confident_disagreement
../foodsg-233\cake\N1FYV8XSH9GSL8G9FMP00A9Q.jpg,cake,all,Chocolate,0.771168,confident_disagreement
../foodsg-233\cake\N5V7NIDE5HPWEKS2QP87CMJT.jpg,cake,all,Chocolate,0.771168,confident_disagreement
../foodsg-233\cake\NGZZWX9S5RZ1GLGMMDVTDRQY.jpg,cake,all,strawberry,0.90474176,confident_disagreement
../foodsg-233\cake\NIHM3HVGVSW6SFSITU3C127Q.jpg,cake,all,Pomelo,0.91327083,confident_disagreement
../foodsg-233\cake\NZ4P1GIP2ABRI860HLS47A76.jpg,cake,all,Chocolate,0.79246104,confident_disagreement
../foodsg-233\cake\P7A5E5U7SNTGUQR1NOWCZ3VW.jpg,cake,all,tiramisu,0.91097635,confident_disagreement
../foodsg-233\cake\PGKOR1Y5YYYV2EB2MTJCIZKM.jpg,cake,all,Bubble Milk Tea,0.71393734,confident_disagreement
../foodsg-233\cake\PIBO858JS6VA8L4VLJ7WNEN4.jpg,cake,all,Chocolate,0.8546125,confident_disagreement
../foodsg-233\cake\PVIJZSSKD9GECCD3FDM7RLTF.jpg,cake,all,blueberries,0.7089333,confident_disagreement
../foodsg-233\cake\Q20I60UEH092W74OP14DC7AX.jpg,cake,all,Chocolate,0.7673965,confident_disagreement
../foodsg-233\cake\QJI702JOIEW94Q6S8FHXNG2Y.jpg,cake,all,pancake,0.7905611,confident_disagreement
../foodsg-233\cake\QNOFBW6SIHW5F3P3PCUFW9YK.jpg,cake,all,chai tow kuay,0.8466052,confident_disagreement
../foodsg-233\cake\R8A6S2LDQSGUKNBB504U355Z.jpg,cake,all,Chocolate,0.81008005,confident_disagreement
../foodsg-233\cake\RD0JDSGY533Y005BQF4PRTMC.jpg,cake,all,wholegrain muffin,0.8577,confident_disagreement
../foodsg-233\cake\REJ8PVPSOBEN17M6065CBJW0.jpg,cake,all,strawberry,0.88486904,confident_disagreement
../foodsg-233\cake\RVPZSDN4I43T1UIEZMOXTE6F.jpg,cake,all,Chocolate,0.8356161,confident_disagreement
../foodsg-233\cake\SF6VFHU75P4AZV1Q8OCBA0Y3.jpg,cake,all,strawberry,0.9800362,confident_disagreement
../foodsg-233\cake\SWH21IINIV5MGKFIQE07DFUF.jpg,cake,all,blueberries,0.97027427,confident_disagreement
../foodsg-233\cake\TEGAMXC2IB2GU7O3PFAPUBSG.jpg,cake,all,Apple,0.99258053,confident_disagreement
../foodsg-233\cake\TOHQ9VPUL6IAHFBEZRGQSL3F.jpg,cake,all,Sweets,0.8390878,confident_disagreement
../foodsg-233\cake\TWMXCYNW07FREDFVRI97ALV5.jpg,cake,all,kueh lapis baked,0.7608658,confident_disagreement
../foodsg-233\cake\UPMM8ULVRALNYHXHWK2C9WRP.jpg,cake,all,cherries,0.7939735,confident_disagreement
../foodsg-233\cake\V3HM5CYYM7VIH8BW3PRDOPYT.jpg,cake,all,kiwi,0.9416186,confident_disagreement
../foodsg-233\cake\W96WFZRJ26LJODMGED4ESGJ4.jpg,cake,all,kueh lapis - rainbow,0.8763276,confident_disagreement
../foodsg-233\cake\XONSJMYA2MRV459UQS2YPVXV.jpg,cake,all,biscuit,0.9945957,confident_disagreement
../foodsg-233\cake\YR3VHLO87DAP8PLYI2WPF13I.jpg,cake,all,Chocolate,0.7267786,confident_disagreement
